QID,Title,Sub Category,Category,CVE ID,Vendor Reference,CVSS Base,CVSS3.1 Base,Bugtraq ID,Modified,Published,Remediation type,concat
120145,Solaris Denial of Service Vulnerability in FreeType,"Unix Authenticated Discovery, Patch Available",Local,CVE-2011-3439,Solaris Denial of Service (DoS) vulnerability in FreeType,"9,3",'-,,01/25/2023 at 02:33:47 PM (GMT+0100),04/24/2012 at 01:46:53 AM (GMT+0200),Security Patch Installation,"""120145"": ""Security Patch Installation"","
120274,Oracle Java SE Critical Patch Update - June 2012,"Multiple Authentication Types Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2012-1713,CVE-2012-1721,CVE-2012-1722,CVE-2012-1723,CVE-2012-1725,CVE-2012-1716,CVE-2012-1711,CVE-2012-1726,CVE-2012-0551,CVE-2012-1719,CVE-2012-1724,CVE-2012-1718,CVE-2012-1720,CVE-2012-1717",Oracle Java CPU June 2012,10,'-,,02/28/2023 at 10:24:42 PM (GMT+0100),06/13/2012 at 01:58:34 AM (GMT+0200),Security Patch Installation,"""120274"": ""Security Patch Installation"","
120443,Oracle Java Runtime Environment Remote Code Execution Vulnerability,"Multiple Authentication Types Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2012-4681,CVE-2012-1682,CVE-2012-3136,CVE-2012-0547",Oracle Security Alert for CVE-2012-4681,10,'-,,02/28/2023 at 10:24:44 PM (GMT+0100),08/28/2012 at 03:02:07 AM (GMT+0200),Security Patch Installation,"""120443"": ""Security Patch Installation"","
120589,Solaris Multiple Vulnerabilities in Pidgin,"Unix Authenticated Discovery, Patch Available",Local,"CVE-2012-2214,CVE-2012-2318",Solaris Multiple vulnerabilities in Pidgin,5,'-,,01/02/2023 at 02:33:45 PM (GMT+0100),10/15/2012 at 10:42:55 PM (GMT+0200),Security Patch Installation,"""120589"": ""Security Patch Installation"","
120604,Oracle Java SE Critical Patch Update - October 2012 (ROBOT),"Multiple Authentication Types Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2012-5083,CVE-2012-1531,CVE-2012-5086,CVE-2012-5087,CVE-2012-1533,CVE-2012-1532,CVE-2012-5076,CVE-2012-3143,CVE-2012-5088,CVE-2012-5078,CVE-2012-5089,CVE-2012-5084,CVE-2012-5080,CVE-2012-3159,CVE-2012-5068,CVE-2012-4416,CVE-2012-5074,CVE-2012-5071,CVE-2012-5069,CVE-2012-5067,CVE-2012-5070,CVE-2012-5075,CVE-2012-5073,CVE-2012-5079,CVE-2012-5072,CVE-2012-5081,CVE-2012-5082,CVE-2012-3216,CVE-2012-5077,CVE-2012-5085",Oracle Java SE CPU October 2012,10,'-,,02/28/2023 at 10:24:42 PM (GMT+0100),10/19/2012 at 01:04:45 AM (GMT+0200),Security Patch Installation,"""120604"": ""Security Patch Installation"","
120799,Oracle Java Runtime Environment Remote Code Execution Vulnerabilities,"Multiple Authentication Types Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2013-0422,CVE-2012-3174",Oracle Security Alert,10,'-,,02/28/2023 at 10:24:42 PM (GMT+0100),01/11/2013 at 01:24:04 AM (GMT+0100),Security Patch Installation,"""120799"": ""Security Patch Installation"","
120832,Oracle Java SE Critical Patch Update - February 2013,"Multiple Authentication Types Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2013-0422,CVE-2013-0437,CVE-2013-1478,CVE-2013-0442,CVE-2013-0445,CVE-2013-1480,CVE-2013-0441,CVE-2013-1475,CVE-2013-1476,CVE-2012-1541,CVE-2013-0446,CVE-2012-3342,CVE-2013-0450,CVE-2013-1479,CVE-2013-0425,CVE-2013-0426,CVE-2013-0428,CVE-2012-3213,CVE-2013-1481,CVE-2013-0436,CVE-2013-0439,CVE-2013-0447,CVE-2013-1472,CVE-2012-4301,CVE-2013-1477,CVE-2013-1482,CVE-2013-1483,CVE-2013-1474,CVE-2012-4305,CVE-2013-0444,CVE-2013-0429,CVE-2013-0419,CVE-2013-0423,CVE-2012-1543,CVE-2013-0351,CVE-2013-0430,CVE-2013-0432,CVE-2013-0449,CVE-2013-1473,CVE-2013-0435,CVE-2013-0434,CVE-2013-0409,CVE-2013-0431,CVE-2013-0427,CVE-2013-0448,CVE-2013-0433,CVE-2013-0424,CVE-2013-0440,CVE-2013-0438,CVE-2013-0443,CVE-2013-1489",Oracle Java SE CPU February 2013,10,'-,,02/28/2023 at 10:24:42 PM (GMT+0100),02/05/2013 at 01:36:22 AM (GMT+0100),Security Patch Installation,"""120832"": ""Security Patch Installation"","
120879,Oracle Java SE Critical Patch Update - February 2013 Special Update,"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2013-1487,CVE-2013-1486,CVE-2013-1485,CVE-2013-1484,CVE-2013-0169",Oracle Java SE CPU February 2013 - Special Update,10,'-,,02/28/2023 at 10:24:44 PM (GMT+0100),02/20/2013 at 05:20:51 AM (GMT+0100),Security Patch Installation,"""120879"": ""Security Patch Installation"","
120970,Oracle Java SE JVM 2D Subcomponent Remote Code Execution Vulnerability (Oracle Security Alert for CVE-2013-1493),"Multiple Authentication Types Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2013-1493,CVE-2013-0809",Oracle Security Alert for CVE-2013-1493,10,'-,,02/28/2023 at 10:24:44 PM (GMT+0100),03/01/2013 at 09:26:47 PM (GMT+0100),Security Patch Installation,"""120970"": ""Security Patch Installation"","
121035,Red Hat Update for Perl (RHSA-2013:0685),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2012-5195,CVE-2012-5526,CVE-2012-6329,CVE-2013-1667",RHSA-2013:0685,"7,5",'-,,02/06/2023 at 02:32:31 PM (GMT+0100),03/28/2013 at 11:28:23 PM (GMT+0100),Security Patch Installation,"""121035"": ""Security Patch Installation"","
121061,Oracle Java SE Critical Patch Update - April 2013,"Multiple Authentication Types Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2013-2383,CVE-2013-2384,CVE-2013-1569,CVE-2013-2434,CVE-2013-2432,CVE-2013-2420,CVE-2013-1491,CVE-2013-1558,CVE-2013-2440,CVE-2013-2435,CVE-2013-2431,CVE-2013-2425,CVE-2013-1518,CVE-2013-2414,CVE-2013-2428,CVE-2013-2427,CVE-2013-2422,CVE-2013-1537,CVE-2013-1557,CVE-2013-2421,CVE-2013-0402,CVE-2013-2426,CVE-2013-2436,CVE-2013-1488,CVE-2013-2394,CVE-2013-2430,CVE-2013-2429,CVE-2013-1563,CVE-2013-2439,CVE-2013-0401,CVE-2013-2419,CVE-2013-2424,CVE-2013-1561,CVE-2013-1564,CVE-2013-2438,CVE-2013-2417,CVE-2013-2418,CVE-2013-2416,CVE-2013-2433,CVE-2013-1540,CVE-2013-2423,CVE-2013-2415",Oracle Java SE CPU April 2013,10,'-,,02/28/2023 at 10:24:42 PM (GMT+0100),04/17/2013 at 03:20:43 AM (GMT+0200),Security Patch Installation,"""121061"": ""Security Patch Installation"","
121279,Oracle Java SE Critical Patch Update - June 2013,"Multiple Authentication Types Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2013-1500,CVE-2013-2451,CVE-2013-1571,CVE-2013-2449,CVE-2013-2412,CVE-2013-2450,CVE-2013-2456,CVE-2013-2447,CVE-2013-2452,CVE-2013-2455,CVE-2013-2443,CVE-2013-2457,CVE-2013-2453,CVE-2013-3744,CVE-2013-2437,CVE-2013-2400,CVE-2013-2444,CVE-2013-2446,CVE-2013-2454,CVE-2013-2458,CVE-2013-2407,CVE-2013-2467,CVE-2013-2445,CVE-2013-2448,CVE-2013-2442,CVE-2013-2461,CVE-2013-2470,CVE-2013-2471,CVE-2013-2472,CVE-2013-2473,CVE-2013-2463,CVE-2013-2464,CVE-2013-2465,CVE-2013-2466,CVE-2013-2468,CVE-2013-2469,CVE-2013-2462,CVE-2013-2460,CVE-2013-3743",Oracle Java SE CPU June 2013,10,'-,,02/28/2023 at 10:24:43 PM (GMT+0100),06/19/2013 at 12:33:27 AM (GMT+0200),Security Patch Installation,"""121279"": ""Security Patch Installation"","
121342,Solaris Buffer Overflow Vulnerability in Pidgin,"Unix Authenticated Discovery, Patch Available",Local,CVE-2012-3374,Solaris Buffer Overflow vulnerability in Pidgin,"7,5",'-,,01/31/2023 at 02:31:49 PM (GMT+0100),07/18/2013 at 02:33:57 AM (GMT+0200),Security Patch Installation,"""121342"": ""Security Patch Installation"","
121515,Oracle Java SE Critical Patch Update - October 2013,"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2013-5782,CVE-2013-5830,CVE-2013-5809,CVE-2013-5829,CVE-2013-5814,CVE-2013-5824,CVE-2013-5788,CVE-2013-5787,CVE-2013-5789,CVE-2013-5817,CVE-2013-5842,CVE-2013-5843,CVE-2013-5832,CVE-2013-5850,CVE-2013-5838,CVE-2013-5805,CVE-2013-5806,CVE-2013-5846,CVE-2013-5810,CVE-2013-5844,CVE-2013-5777,CVE-2013-5852,CVE-2013-5802,CVE-2013-5775,CVE-2013-5804,CVE-2013-5812,CVE-2013-3829,CVE-2013-5783,CVE-2013-5825,CVE-2013-4002,CVE-2013-5823,CVE-2013-5778,CVE-2013-5801,CVE-2013-5776,CVE-2013-5818,CVE-2013-5819,CVE-2013-5831,CVE-2013-5820,CVE-2013-5851,CVE-2013-5840,CVE-2013-5774,CVE-2013-5848,CVE-2013-5780,CVE-2013-5800,CVE-2013-5849,CVE-2013-5790,CVE-2013-5784,CVE-2013-5797,CVE-2013-5772,CVE-2013-5803,CVE-2013-5854",Oracle Java SE CPU October 2013,10,'-,,02/28/2023 at 10:24:44 PM (GMT+0100),10/16/2013 at 02:38:10 AM (GMT+0200),Security Patch Installation,"""121515"": ""Security Patch Installation"","
121712,Oracle Java SE Critical Patch Update - January 2014,"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2014-0410,CVE-2014-0415,CVE-2013-5907,CVE-2014-0428,CVE-2014-0422,CVE-2014-0385,CVE-2013-5889,CVE-2014-0408,CVE-2013-5893,CVE-2014-0417,CVE-2014-0387,CVE-2014-0424,CVE-2014-0373,CVE-2013-5878,CVE-2013-5904,CVE-2013-5870,CVE-2014-0403,CVE-2014-0375,CVE-2014-0423,CVE-2013-5905,CVE-2013-5906,CVE-2013-5902,CVE-2014-0418,CVE-2013-5887,CVE-2013-5899,CVE-2013-5896,CVE-2013-5884,CVE-2014-0416,CVE-2014-0376,CVE-2014-0368,CVE-2013-5910,CVE-2013-5895,CVE-2013-5888,CVE-2014-0382,CVE-2013-5898,CVE-2014-0411",Oracle Java SE CPU January 2014,10,'-,,02/28/2023 at 10:24:43 PM (GMT+0100),01/15/2014 at 03:06:40 AM (GMT+0100),Security Patch Installation,"""121712"": ""Security Patch Installation"","
122007,Oracle Java SE Critical Patch Update - April 2014,"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2014-0429,CVE-2014-0457,CVE-2014-0456,CVE-2014-2421,CVE-2014-2410,CVE-2014-2397,CVE-2014-0432,CVE-2014-0455,CVE-2014-0461,CVE-2014-0448,CVE-2014-2428,CVE-2014-2412,CVE-2014-0451,CVE-2014-0458,CVE-2014-2423,CVE-2014-0452,CVE-2014-2414,CVE-2014-2402,CVE-2014-0446,CVE-2014-0454,CVE-2014-2427,CVE-2014-2422,CVE-2014-2409,CVE-2014-0460,CVE-2013-6954,CVE-2013-6629,CVE-2014-0449,CVE-2014-2403,CVE-2014-2401,CVE-2014-0463,CVE-2014-0464,CVE-2014-0459,CVE-2014-2413,CVE-2014-0453,CVE-2014-2398,CVE-2014-1876,CVE-2014-2420",Oracle Java SE CPU April 2014,10,'-,,02/28/2023 at 10:24:44 PM (GMT+0100),04/16/2014 at 01:09:55 AM (GMT+0200),Security Patch Installation,"""122007"": ""Security Patch Installation"","
122362,Oracle Java SE Critical Patch Update - July 2014,"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2014-4227,CVE-2014-4219,CVE-2014-2490,CVE-2014-4216,CVE-2014-4247,CVE-2014-2483,CVE-2014-4223,CVE-2014-4262,CVE-2014-4209,CVE-2014-4265,CVE-2014-4220,CVE-2014-4218,CVE-2014-4252,CVE-2014-4266,CVE-2014-4268,CVE-2014-4264,CVE-2014-4221,CVE-2014-4244,CVE-2014-4263,CVE-2014-4208",Oracle Java SE CPU July 2014,10,'-,,02/28/2023 at 10:24:44 PM (GMT+0100),07/16/2014 at 03:04:54 AM (GMT+0200),Security Patch Installation,"""122362"": ""Security Patch Installation"","
122741,Oracle Java SE Critical Patch Update - October 2014,"Multiple Authentication Types Discovery, Patch Available, Malware Associated",Local,"CVE-2014-6513,CVE-2014-6532,CVE-2014-6503,CVE-2014-6456,CVE-2014-6562,CVE-2014-6485,CVE-2014-6492,CVE-2014-6493,CVE-2014-4288,CVE-2014-6466,CVE-2014-6458,CVE-2014-6468,CVE-2014-6506,CVE-2014-6511,CVE-2014-6476,CVE-2014-6515,CVE-2014-6504,CVE-2014-6519,CVE-2014-6517,CVE-2014-6531,CVE-2014-6512,CVE-2014-6457,CVE-2014-6527,CVE-2014-6502,CVE-2014-6558",Oracle Java SE CPU October 2014,10,'-,,02/28/2023 at 10:24:44 PM (GMT+0100),10/14/2014 at 10:43:53 PM (GMT+0200),Security Patch Installation,"""122741"": ""Security Patch Installation"","
123168,Oracle Java SE Critical Patch Update - January 2015,"Multiple Authentication Types Discovery, Patch Available, Exploit Available",Local,"CVE-2014-6601,CVE-2015-0412,CVE-2014-6549,CVE-2015-0408,CVE-2015-0395,CVE-2015-0437,CVE-2015-0403,CVE-2015-0421,CVE-2015-0406,CVE-2015-0383,CVE-2015-0400,CVE-2015-0407,CVE-2015-0410,CVE-2014-6587,CVE-2014-3566,CVE-2014-6593,CVE-2014-6585,CVE-2014-6591,CVE-2015-0413",Oracle Java SE CPU January 2015,10,"3,4",,02/28/2023 at 10:24:44 PM (GMT+0100),01/21/2015 at 02:49:31 AM (GMT+0100),Security Patch Installation,"""123168"": ""Security Patch Installation"","
123368,Red Hat Update for ipa (RHSA-2015:0442),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2010-5312,CVE-2012-6662",RHSA-2015:0442,"4,3","6,1",,01/31/2023 at 11:00:35 AM (GMT+0100),03/09/2015 at 11:30:06 PM (GMT+0100),Security Patch Installation,"""123368"": ""Security Patch Installation"","
123519,Oracle Java SE Critical Patch Update - April 2015,"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2015-0469,CVE-2015-0459,CVE-2015-0491,CVE-2015-0460,CVE-2015-0492,CVE-2015-0458,CVE-2015-0484,CVE-2015-0480,CVE-2015-0486,CVE-2015-0488,CVE-2015-0477,CVE-2015-0470,CVE-2015-0478,CVE-2015-0204",Oracle Java SE CPU April 2015,10,'-,,02/28/2023 at 10:24:41 PM (GMT+0100),04/15/2015 at 02:48:38 AM (GMT+0200),Security Patch Installation,"""123519"": ""Security Patch Installation"","
123566,Oracle Solaris 10 Multiple Vulnerabilities (Third Party Bulletin - April 2015),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2014-8092,CVE-2015-3418,CVE-2014-0227,CVE-2014-3566,CVE-2014-9656,CVE-2014-9657,CVE-2014-9658,CVE-2014-9659,CVE-2014-9660,CVE-2014-9661,CVE-2014-9663,CVE-2014-9664,CVE-2014-9666,CVE-2014-9667,CVE-2014-9669,CVE-2014-9670,CVE-2014-9671,CVE-2014-9672,CVE-2014-9673,CVE-2014-9674,CVE-2014-9675,CVE-2015-1798,CVE-2015-1799,CVE-2015-3405,CVE-2014-3158,CVE-2014-9636,CVE-2015-2577,CVE-2014-0339,CVE-2014-3884,CVE-2014-3886,CVE-2014-3924,CVE-2014-3566,CVE-2014-5353,CVE-2014-9297,CVE-2015-2574,CVE-2015-0204,CVE-2015-0207,CVE-2015-0208,CVE-2015-0209,CVE-2015-0285,CVE-2015-0286,CVE-2015-0287,CVE-2015-0288,CVE-2015-0289,CVE-2015-0290,CVE-2015-0291,CVE-2015-0292,CVE-2015-0293,CVE-2015-1787,CVE-2015-0255,CVE-2015-1802,CVE-2015-1803,CVE-2015-1804,CVE-2015-0471",Oracle Solaris Third Party Bulletin April 2015,"8,5","7,5",,02/22/2023 at 01:25:49 AM (GMT+0100),05/07/2015 at 10:32:01 AM (GMT+0200),Security Patch Installation,"""123566"": ""Security Patch Installation"","
123714,Oracle Java SE Critical Patch Update - July 2015,"Multiple Authentication Types Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2015-4760,CVE-2015-2628,CVE-2015-4731,CVE-2015-2590,CVE-2015-4732,CVE-2015-4733,CVE-2015-2638,CVE-2015-4736,CVE-2015-4748,CVE-2015-2597,CVE-2015-2664,CVE-2015-2632,CVE-2015-2601,CVE-2015-2613,CVE-2015-2621,CVE-2015-2659,CVE-2015-2619,CVE-2015-2637,CVE-2015-2596,CVE-2015-4749,CVE-2015-4729,CVE-2015-4000,CVE-2015-2808,CVE-2015-2627,CVE-2015-2625",Oracle Java SE CPU July 2015,10,"3,7",,02/28/2023 at 10:24:43 PM (GMT+0100),07/15/2015 at 05:01:32 AM (GMT+0200),Security Patch Installation,"""123714"": ""Security Patch Installation"","
123743,Red Hat Update for ipa (RHSA-2015:1462),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2010-5312,CVE-2012-6662",RHSA-2015:1462,"4,3","6,1",,01/31/2023 at 11:00:52 AM (GMT+0100),07/23/2015 at 10:42:02 AM (GMT+0200),Security Patch Installation,"""123743"": ""Security Patch Installation"","
124133,CentOS Security Update for ipa (CESA-2015:1462),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2010-5312,CVE-2012-6662",CESA-2015:1462 centos 6,"4,3","6,1",,01/31/2023 at 11:00:52 AM (GMT+0100),10/01/2015 at 10:21:28 AM (GMT+0200),Security Patch Installation,"""124133"": ""Security Patch Installation"","
124169,Oracle Java SE Critical Patch Update - October 2015,"Multiple Authentication Types Discovery, Patch Available, Exploit Available",Local,"CVE-2015-4835,CVE-2015-4881,CVE-2015-4843,CVE-2015-4883,CVE-2015-4860,CVE-2015-4805,CVE-2015-4844,CVE-2015-4901,CVE-2015-4868,CVE-2015-4810,CVE-2015-4806,CVE-2015-4871,CVE-2015-4902,CVE-2015-4840,CVE-2015-4882,CVE-2015-4842,CVE-2015-4734,CVE-2015-4903,CVE-2015-4803,CVE-2015-4893,CVE-2015-4911,CVE-2015-4872,CVE-2015-4906,CVE-2015-4916,CVE-2015-4908",Oracle Java SE CPU October 2015,10,'-,,02/28/2023 at 10:24:43 PM (GMT+0100),10/21/2015 at 01:36:07 AM (GMT+0200),Security Patch Installation,"""124169"": ""Security Patch Installation"","
124567,Oracle Java SE Critical Patch Update - January 2016,"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2016-0494,CVE-2015-8126,CVE-2016-0483,CVE-2016-0475,CVE-2016-0402,CVE-2016-0466,CVE-2016-0448,CVE-2015-7575,CVE-2015-8472",Oracle Java SE CPU January 2016,10,"7,3",,02/28/2023 at 10:24:43 PM (GMT+0100),01/20/2016 at 01:14:22 AM (GMT+0100),Security Patch Installation,"""124567"": ""Security Patch Installation"","
124690,Adobe Flash Player and AIR Security Update (APSB16-04),"Multiple Authentication Types Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2016-0964,CVE-2016-0965,CVE-2016-0966,CVE-2016-0967,CVE-2016-0968,CVE-2016-0969,CVE-2016-0970,CVE-2016-0971,CVE-2016-0972,CVE-2016-0973,CVE-2016-0974,CVE-2016-0975,CVE-2016-0976,CVE-2016-0977,CVE-2016-0978,CVE-2016-0979,CVE-2016-0980,CVE-2016-0981,CVE-2016-0982,CVE-2016-0983,CVE-2016-0984,CVE-2016-0985",APSB16-04,"9,3","8,8",,01/31/2023 at 07:03:50 AM (GMT+0100),02/10/2016 at 04:45:57 AM (GMT+0100),Security Patch Installation,"""124690"": ""Security Patch Installation"","
124695,Red Hat Update for flash-plugin (RHSA-2016:0166),"Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2016-0964,CVE-2016-0965,CVE-2016-0966,CVE-2016-0967,CVE-2016-0968,CVE-2016-0969,CVE-2016-0970,CVE-2016-0971,CVE-2016-0972,CVE-2016-0973,CVE-2016-0974,CVE-2016-0975,CVE-2016-0976,CVE-2016-0977,CVE-2016-0978,CVE-2016-0979,CVE-2016-0980,CVE-2016-0981,CVE-2016-0982,CVE-2016-0983,CVE-2016-0984,CVE-2016-0985",RHSA-2016:0166,"9,3","8,8",,01/31/2023 at 07:03:51 AM (GMT+0100),02/15/2016 at 12:15:17 PM (GMT+0100),Security Patch Installation,"""124695"": ""Security Patch Installation"","
124762,Microsoft Windows Media Player Remote Code Execution Vulnerabilities (MS16-027),"Windows Authenticated Discovery, Patch Available, Malware Associated",Local,"CVE-2016-0101,CVE-2016-0098",MS16-027,"9,3","8,8",,03/04/2023 at 01:00:36 PM (GMT+0100),03/08/2016 at 09:05:51 PM (GMT+0100),Security Patch Installation,"""124762"": ""Security Patch Installation"","
124779,Adobe Flash Player and AIR Security Update (APSB16-08),"Multiple Authentication Types Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2016-0960,CVE-2016-0961,CVE-2016-0962,CVE-2016-0963,CVE-2016-0986,CVE-2016-0987,CVE-2016-0988,CVE-2016-0989,CVE-2016-0990,CVE-2016-0991,CVE-2016-0992,CVE-2016-0993,CVE-2016-0994,CVE-2016-0995,CVE-2016-0996,CVE-2016-0997,CVE-2016-0998,CVE-2016-0999,CVE-2016-1000,CVE-2016-1001,CVE-2016-1002,CVE-2016-1005,CVE-2016-1010",APSB16-08,"9,3","8,8",,01/20/2023 at 07:03:57 AM (GMT+0100),03/11/2016 at 12:33:21 AM (GMT+0100),Security Patch Installation,"""124779"": ""Security Patch Installation"","
124782,Red Hat Update for flash-plugin (RHSA-2016:0438),"Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2016-0960,CVE-2016-0961,CVE-2016-0962,CVE-2016-0963,CVE-2016-0986,CVE-2016-0987,CVE-2016-0988,CVE-2016-0989,CVE-2016-0990,CVE-2016-0991,CVE-2016-0992,CVE-2016-0993,CVE-2016-0994,CVE-2016-0995,CVE-2016-0996,CVE-2016-0997,CVE-2016-0998,CVE-2016-0999,CVE-2016-1000,CVE-2016-1001,CVE-2016-1002,CVE-2016-1005,CVE-2016-1010",RHSA-2016:0438,"9,3","8,8",,01/20/2023 at 07:03:56 AM (GMT+0100),03/15/2016 at 09:25:18 PM (GMT+0100),Security Patch Installation,"""124782"": ""Security Patch Installation"","
124834,Solarwinds Dameware Remote Mini Controller Stack Buffer Overflow Vulnerability,"Windows Authenticated Discovery, Patch Available, Exploit Available",Local,CVE-2016-2345,DameWare,10,"9,8",,03/28/2023 at 02:27:10 PM (GMT+0200),04/01/2016 at 11:50:29 PM (GMT+0200),Security Patch Installation,"""124834"": ""Security Patch Installation"","
124848,Oracle Java Unspecified Vulnerability (Oracle Security Alert for CVE-2016-0636),"Multiple Authentication Types Discovery, Patch Available",Local,CVE-2016-0636,Oracle Security Alert for CVE-2016-0636,"9,3","8,1",,01/25/2023 at 02:33:47 PM (GMT+0100),03/25/2016 at 12:04:43 AM (GMT+0100),Security Patch Installation,"""124848"": ""Security Patch Installation"","
124882,Oracle Java SE Critical Patch Update - April 2016,"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2016-3443,CVE-2016-0687,CVE-2016-0686,CVE-2016-3427,CVE-2016-3449,CVE-2016-3422,CVE-2016-3425,CVE-2016-3426,CVE-2016-0695",Oracle Java SE CPU April 2016,10,"9,6",,02/28/2023 at 10:24:42 PM (GMT+0100),04/20/2016 at 01:57:59 AM (GMT+0200),Security Patch Installation,"""124882"": ""Security Patch Installation"","
150273,Citrix ADC And Citrix Gateway Arbitrary Code Execution Vulnerability(CTX267027),"Remote Discovery, Patch Available, Exploit Available, Malware Associated",Web Application,CVE-2019-19781,CTX267027,"7,5","9,8",,01/12/2023 at 03:25:00 AM (GMT+0100),01/14/2020 at 11:26:14 AM (GMT+0100),Security Patch Installation,"""150273"": ""Security Patch Installation"","
150282,Apache Tomcat AJP File Inclusion Vulnerability,"Remote Discovery, Patch Available, Exploit Available, Malware Associated",Web Application,CVE-2020-1938,Apache Tomcat,"7,5","9,8",,01/21/2023 at 01:00:49 AM (GMT+0100),03/04/2020 at 09:38:55 PM (GMT+0100),Security Patch Installation,"""150282"": ""Security Patch Installation"","
150290,Oracle WebLogic Server Multiple Vulnerabilities,"Remote Discovery, Patch Available, Exploit Available",Web Application,"CVE-2020-2883,CVE-2019-16943,CVE-2020-2869,CVE-2020-2766,CVE-2020-2884,CVE-2020-2801,CVE-2020-2867,CVE-2020-2811,CVE-2020-2798,CVE-2020-2963,CVE-2020-2828,CVE-2020-2829,CVE-2019-17571",CPUAPR2020,"7,5","9,8",,01/12/2023 at 03:25:01 AM (GMT+0100),05/08/2020 at 02:12:24 AM (GMT+0200),Security Patch Installation,"""150290"": ""Security Patch Installation"","
150306,"Oracle WebLogic Multiple vulnerabilities, affecting multiple components","Remote Discovery, Patch Available, Exploit Available",Web Application,"CVE-2020-14622,CVE-2020-14645,CVE-2020-14652,CVE-2020-14589,CVE-2020-14588,CVE-2020-2697",CPUJUL2020,"7,5","9,8",,01/12/2023 at 07:01:17 AM (GMT+0100),08/12/2020 at 09:08:02 AM (GMT+0200),Security Patch Installation,"""150306"": ""Security Patch Installation"","
150339,Oracle WebLogic Server Unauthenticated Remote Code Execution Vulnerability,"Remote Discovery, Patch Available, Exploit Available, Malware Associated",Web Application,CVE-2020-14882,CPUOCT2020,10,"9,8",,01/12/2023 at 03:25:03 AM (GMT+0100),11/12/2020 at 02:59:50 AM (GMT+0100),Security Patch Installation,"""150339"": ""Security Patch Installation"","
150368,Atlassian Confluence Server Webwork OGNL Injection RCE Vulnerability (CVE-2021-26084),"Remote Discovery, Patch Available, Exploit Available, Malware Associated",Web Application,CVE-2021-26084,CONFSERVER-67940,"7,5","9,8",,01/12/2023 at 03:25:08 AM (GMT+0100),09/27/2021 at 07:20:35 AM (GMT+0200),Security Patch Installation,"""150368"": ""Security Patch Installation"","
150440,Apache Log4j Remote Code Execution (RCE) Vulnerability (Log4Shell CVE-2021-44228),"Remote Discovery, Patch Available, Exploit Available, Malware Associated",Web Application,CVE-2021-44228,Apache Log4j Security Advisory,"9,3",10,,01/12/2023 at 03:25:18 AM (GMT+0100),12/11/2021 at 06:44:00 PM (GMT+0100),Security Patch Installation,"""150440"": ""Security Patch Installation"","
150441,Forms Vulnerable to Apache Log4j Remote Code Execution (RCE) Vulnerability (Log4Shell CVE-2021-44228),"Remote Discovery, Patch Available, Exploit Available, Malware Associated",Web Application,CVE-2021-44228,Apache Log4j Security Advisory,"9,3",10,,01/12/2023 at 03:25:18 AM (GMT+0100),12/17/2021 at 11:32:31 PM (GMT+0100),Security Patch Installation,"""150441"": ""Security Patch Installation"","
150495,Spring Core Remote Code Execution (RCE) Vulnerability CVE-2022-22965 (Spring4Shell),"Remote Discovery, Patch Available, Exploit Available, Malware Associated",Web Application,CVE-2022-22965,Spring Framework RCE,"7,5","9,8",,01/12/2023 at 07:01:43 AM (GMT+0100),04/05/2022 at 09:37:59 PM (GMT+0200),Security Patch Installation,"""150495"": ""Security Patch Installation"","
150511,F5 BIG-IP iControl REST Remote Code Execution (RCE) Vulnerability (CVE-2022-1388),"Remote Discovery, Patch Available, Exploit Available",Web Application,CVE-2022-1388,F5 Security Advisory- K23605346,"7,5","9,8",,01/12/2023 at 03:25:20 AM (GMT+0100),05/12/2022 at 02:26:05 PM (GMT+0200),Security Patch Installation,"""150511"": ""Security Patch Installation"","
